0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	4	0
357	338	19
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
17	8	9
0	0	0
0	0	0
0	0	0
0	0	0
16	16	0
12	3	9
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	14	4
0	0	0
0	0	0
5	1	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
6	0	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	4	0
4	0	4
0	0	0
0	0	0
0	0	0
19	14	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10	5	5
0	0	0
0	0	0
3	1	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
19	14	5
0	0	0
5	0	5
0	0	0
0	0	0
0	0	0
25	26	-1
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	26	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
55	38	17
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	17	-1
0	0	0
0	0	0
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
98	84	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	26	-1
0	0	0
5	3	2
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
61	57	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	6	-1
0	0	0
0	0	0
0	0	0
1	2	-1
0	0	0
0	0	0
0	1	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
59	39	20
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	26	-1
15	17	-2
0	0	0
0	0	0
0	0	0
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
15	16	-1
0	0	0
0	0	0
0	0	0
28	4	24
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	0	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	26	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
15	17	-2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	4	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
201	19	182
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	3	3
0	0	0
0	0	0
3	0	3
0	0	0
10	9	1
0	0	0
0	0	0
0	0	0
33	33	0
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
3	3	0
0	0	0
6	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	4	0
0	0	0
0	0	0
10	6	4
0	0	0
4	4	0
0	0	0
109	95	14
0	0	0
0	0	0
0	0	0
0	0	0
4	2	2
4	4	0
0	0	0
0	0	0
79	76	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
63	41	22
1	0	1
16	16	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
5	3	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	3	-1
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
3	3	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
316	311	5
0	0	0
0	0	0
149	136	13
25	24	1
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	3	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	4	2
0	0	0
0	0	0
17	13	4
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
8	6	2
0	0	0
0	0	0
34	32	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
59	28	31
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	16	0
4	0	4
0	0	0
20	21	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	16	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	3	0
0	1	-1
0	0	0
0	0	0
0	0	0
0	0	0
1042	1002	40
0	0	0
5	6	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11	8	3
0	0	0
0	0	0
0	0	0
0	0	0
6	2	4
0	0	0
0	0	0
4	4	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11	5	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	16	2
0	1	-1
12	7	5
0	0	0
15	16	-1
0	0	0
0	0	0
0	0	0
0	0	0
16	16	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
114	99	15
0	0	0
0	1	-1
0	0	0
0	0	0
0	0	0
0	0	0
2	1	1
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
22	9	13
0	0	0
0	1	-1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
4	4	0
0	0	0
0	0	0
0	1	-1
0	0	0
0	0	0
43	38	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
11	6	5
0	0	0
0	0	0
18	16	2
0	0	0
0	0	0
0	0	0
0	0	0
63	21	42
0	0	0
0	0	0
0	0	0
0	0	0
4	4	0
157	154	3
0	0	0
357	338	19
1	0	1
0	0	0
0	0	0
0	0	0
7	3	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
17	8	9
0	0	0
0	0	0
0	0	0
0	0	0
15	16	-1
0	0	0
0	0	0
16	16	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	3	9
4	4	0
2	0	2
7	3	4
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
19	14	5
4	4	0
0	0	0
2	0	2
0	0	0
6	1	5
0	0	0
0	0	0
19	15	4
0	0	0
4	0	4
0	0	0
0	0	0
0	0	0
7	3	4
0	0	0
14	14	0
0	0	0
0	0	0
16	16	0
0	0	0
0	0	0
0	0	0
0	0	0
7	3	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	4	0
0	0	0
0	0	0
7	0	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	1	5
0	0	0
8	2	6
0	0	0
4	4	0
5	0	5
0	0	0
0	0	0
0	0	0
0	0	0
19	14	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
79	80	-1
0	0	0
0	0	0
0	0	0
11	5	6
0	0	0
0	0	0
7	3	4
0	0	0
4	1	3
7	3	4
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
